ParameterID,CategoryID,ParameterName,Abbreviation,UnitID,FormatID
8780,820,"Motorische reactie (status volwassenen)","Motorische reactie (status volwassenen)",NaN,NaN
8781,818,"Intensiteit NRS in rust (1) (pijnbehandelcentrum)","NRS in rust (1)",0,11
8782,818,"Intensiteit NRS bij bewegen (1) (pijnbehandelcentrum)","NRS bij bewegen (1)",0,11
8783,820,"Verbale reactie (status volwassenen)","Verbale reactie (status volwassenen)",NaN,NaN
8784,818,"Intensiteit NRS op dit moment (1) (pijnbehandelcentrum)","NRS op dit moment (1)",0,11
8785,820,"Hartgeluiden (status volwassenen)","Hartgeluiden (status volwassenen)",NaN,NaN
8786,820,"Oedeem (status volwassenen)","Oedeem (status volwassenen)",NaN,NaN
8787,820,"Perifere circulatie (status volwassenen)","Perifere circulatie (status volwassenen)",NaN,NaN
8788,820,"Longgeluiden (status volwassenen)","Longgeluiden (status volwassenen)",NaN,NaN
8789,818,"Wanneer begonnen (1) (pijnbehandelcentrum)","Wanneer begonnen (1) (pijnbehandelcentrum)",0,NaN
8790,820,"Palpatie (status volwassenen)","Palpatie (status volwassenen)",NaN,NaN
8791,820,"Peristaltiek (status volwassenen)","Peristaltiek (status volwassenen)",NaN,NaN
8792,820,"Maagretentie (status volwassenen)","Maagretentie (status volwassenen)",NaN,NaN
8793,820,"Zorgzwaarte (status volwassenen)","Zorgzwaarte (status volwassenen)",NaN,NaN
8794,854,"Vervanging centrale lijn","Vervanging centrale lijn",NaN,NaN
8795,818,"Progressie (1) (pijnbehandelcentrum)","Progressie (1) (pijnbehandelcentrum)",0,NaN
8796,820,"Streefwaarde: SpO2 (status volwassenen)","Streefwaarde: SpO2 (status volwassenen)",301,11
8797,820,"Streefwaarde: MAP (status volwassenen)","Streefwaarde: MAP (status volwassenen)",0,NaN
8727,817,"Percentage geel wond 1","Percentage geel wond 1",301,11
8728,817,"Percentage rood wond 1","Percentage rood wond 1",301,11
8729,817,"Percentage rood wond 2","Percentage rood wond 2",301,11
8730,817,"Percentage rood wond 3","Percentage rood wond 3",301,11
8734,817,"Exsudaatvorming wond 2","Exsudaatvorming wond 2",0,NaN
8735,817,"Exsudaatvorming wond 3","Exsudaatvorming wond 3",0,NaN
8736,817,"Geur wond 2","Geur wond 2",0,NaN
8737,817,"Geur wond 3","Geur wond 3",0,NaN
8738,817,"Wondpijn wond 2","Wondpijn wond 2",0,NaN
8739,817,"Wondpijn wond 3","Wondpijn wond 3",0,NaN
8740,817,"Type wond wond 2","Type wond wond 2",0,NaN
8741,817,"Type wond wond 3","Type wond wond 3",0,NaN
8742,817,"Pijnmedicatie wond 2","Pijnmedicatie wond 2",0,NaN
8743,817,"Pijnmedicatie wond 3","Pijnmedicatie wond 3",0,NaN
8744,817,"Wondinspectie door wond 2","Wondinspectie door wond 2",0,NaN
8745,817,"Wondinspectie door wond 3","Wondinspectie door wond 3",0,NaN
8746,804,"Zorg wond 1, zie wondblad 1","Zorg wond 1, zie wondblad 1",0,13
8747,804,"Zorg wond 2, zie wondblad 2","Zorg wond 2, zie wondblad 2",0,13
8748,804,"Zorg wond 3, zie wondblad 3","Zorg wond 3, zie wondblad 3",0,13
8749,589,"RvO en VG (verplk overdracht)","RvO en VG (verplk overdracht)",0,NaN
8750,589,"Bijzonderheden (verplk overdracht)","Bijzonderheden (verplk overdracht)",0,NaN
8751,818,"Voorgeschiedenis (pijnbehandelcentrum)","Voorgeschiedenis (pijnbehandelcentrum)",0,NaN
8752,818,"Reden van komst (pijnbehandelcentrum)","Reden van komst (pijnbehandelcentrum)",0,NaN
8753,818,"Medicatie: pijn gerelateerd (pijnbehandelcentrum)","Medicatie: pijn gerelateerd (pijnbehandelcentrum)",0,NaN
8754,818,"Medicatie: niet pijn gerelateerd (pijnbehandelcentrum)","Medicatie: niet pijn gerelateerd (pijnbehandelcen)",0,NaN
8755,818,"Medicatie: bijwerkingen (pijnbehandelcentrum)","Medicatie: bijwerkingen (pijnbehandelcentrum)",0,NaN
8756,828,"Aanvraag: reden van verwijzing (pijnbehandelcentrum)","Aanvraag: reden van verwijzing (pijnp)",NaN,NaN
8757,828,"Datum verwijzing (pijnbehandelcentrum)","Datum verwijzing (pijnbehandelcentrum)",0,NaN
8758,828,"Urgentie (pijnbehandelcentrum)","Urgentie (pijnbehandelcentrum)",0,NaN
8759,818,"Lokalisatie (1) (pijnbehandelcentrum)","Lokalisatie (1) (pijnbehandelcentrum)",NaN,NaN
8760,818,"Karakter (1) (pijnbehandelcentrum)","Karakter (1) (pijnbehandelcentrum)",NaN,NaN
8761,820,"Decursus dag (status)","Decursus dag (status)",NaN,NaN
8762,820,"Decursus avond (status)","Decursus avond (status)",NaN,NaN
8763,820,"Decursus nacht (status)","Decursus nacht (status)",NaN,NaN
8764,824,"Aanvullend onderzoek (Ontslagbrief MC)","Aanvullend onderzoek (Ontslagbrief MC)",NaN,NaN
8765,820,"Algemene indruk (status volwassenen)","Algemene indruk (status volwassenen)",0,NaN
8766,820,"Neurologie bijzonderheden (status volwassenen)","Neurologie bijzonderheden (status volwassenen)",0,NaN
8767,820,"Respiratoir bijzonderheden (status volwassenen)","Respiratoir bijzonderheden  (status volwassenen)",0,NaN
8768,820,"Abdominaal bijzonderheden (status volwassenen)","Abdominaal bijzonderheden (status volwassenen)",NaN,NaN
8769,820,"Overig bijzonderheden (status volwassenen)","Overig bijzonderheden (status volwassenen)",0,NaN
8770,820,"Cardiovasculair bijzonderheden (status volwassenen)","Cardiovasculair bijzonderheden(status volwassenen)",0,NaN
8771,820,"X thorax (status volwassenen)","X thorax (status volwassenen)",0,NaN
8772,820,"Conclusie (status volwassenen)","Conclusie  (status volwassenen)",0,NaN
8358,595,"Uren actual runtime of therapy","Uren actual runtime of therapy",5,11
8359,595,"Actual bloodvolume processed","Actual bloodvolume processed",8,11
8360,595,"Inst: Therapy status","Inst: Therapy status",0,NaN
8361,600,"Contr: IABP augmentatiedruk","Contr: IABP augmentatiedruk",173,11
8362,600,"Contr: IABP Inflatie","Contr: IABP Inflatie",0,11
8363,600,"Contr: IABP Deflatie","Contr: IABP Deflatie",0,11
8364,600,"Contr: IABP Triggersource","Contr: IABP Triggersource",0,NaN
8365,600,"Eigen ritme (onderliggend)","Eigen ritme (onderliggend)",0,NaN
8366,600,"Contr: Pacemakertype","Contr: Pacemakertype",NaN,NaN
8367,600,"Contr: Pacemakerfrequentie","Contr: Pacemakerfrequentie",15,11
8368,600,"Contr: Atrium sense","Contr: Atrium sense",150,10
8369,600,"Contr: Ventrikel sense","Contr: Ventrikel sense",150,10
8370,600,"Contr: Output atriale draad","Contr: Output atriale draad",149,10
8371,600,"Contr: Output ventriculaire draad","Contr: Output ventriculaire draad",149,10
8372,600,"Contr: Drempel atriale draad","Contr: Drempel atriale draad",149,10
8373,600,"Contr: Drempel ventriculaire draad","Contr: Drempel ventriculaire draad",149,10
8374,600,"Telemetrie","Telemetrie",0,NaN
8375,600,"Contr: Impella: flow","Contr: Impella: flow",26,12
8376,600,"Contr: Impella: performanceniveau","Contr: Impella: performanceniveau",NaN,NaN
8377,600,"Contr: Impella: druk spoelsysteem","Contr: Impella: druk spoelsysteem",173,11
8378,600,"Contr: Impella: toerental","Contr: Impella: toerental",15,11
8382,603,"Aspect wondvocht wonddrain 4.","Aspect wondvocht wonddrain 4.",0,NaN
8383,603,"Aspect wondvocht wonddrain 5.","Aspect wondvocht wonddrain 5.",0,NaN
8384,603,"Aspect wondvocht wonddrain 6.","Aspect wondvocht wonddrain 6.",0,NaN
8385,603,"Aspect wondvocht wonddrain 7.","Aspect wondvocht wonddrain 7.",0,NaN
8386,603,"Aspect wondvocht wonddrain 8.","Aspect wondvocht wonddrain 8.",0,NaN
8387,603,"Aspect wondvocht wonddrain 9.","Aspect wondvocht wonddrain 9.",0,NaN
8388,603,"Aspect wondvocht wonddrain 10.","Aspect wondvocht wonddrain 10.",0,NaN
8389,603,"Aspect wondvocht galdrain.","Aspect wondvocht galdrain.",0,NaN
8392,603,"Aspect wondvocht harmonicadrain 3.","Aspect wondvocht harmonicadrain 3",0,NaN
8393,603,"Aspect wondvocht liquordrain 1.","Aspect wondvocht liquordrain 1.",NaN,NaN
8394,603,"Aspect wondvocht liquordrain 2.","Aspect wondvocht liquordrain 2.",NaN,NaN
8395,603,"Aspect wondvocht liquordrain 3.","Aspect wondvocht liquordrain 3.",NaN,NaN
8396,603,"Aspect wondvocht pleuradrain 1.","Aspect wondvocht pleuradrain 1.",0,NaN
8397,603,"Aspect wondvocht pleuradrain 2.","Aspect wondvocht pleuradrain 2.",0,NaN
8398,603,"Aspect wondvocht pleuradrain 3.","Aspect wondvocht pleuradrain 3.",0,NaN
8402,603,"Aspect wondvocht Tenckhof","Aspect wondvocht Tenckhof",NaN,NaN
8403,603,"Aspect wondvocht VAC spons","Aspect wondvocht VAC spons",NaN,NaN
8408,603,"Beleid pleuradrain 1","Beleid pleuradrain 1",0,NaN
8409,603,"Beleid pleuradrain 2","Beleid pleuradrain 2",0,NaN
8410,603,"Beleid pleuradrain 3","Beleid pleuradrain3",0,NaN
8411,603,"Beleid VAC spons","Beleid VAC spons",0,NaN
8412,603,"Luchtlekkage via pleuradrain 1","Luchtlekkage via pleuradrain 1",0,NaN
8413,603,"Luchtlekkage via pleuradrain 2","Luchtlekkage via pleuradrain 2",0,NaN
8414,603,"Luchtlekkage via pleuradrain 3","Luchtlekkage via pleuradrain 3",0,NaN
8415,814,"Wondvochtverlies overig.","Wondvochtverlies overig.",6,11
8416,814,"Wonddrain 1.","Wonddrain 1.",6,11
8417,814,"Wonddrain 2.","Wonddrain 2.",6,11
8418,814,"Wonddrain 3.","Wonddrain 3.",6,11
8419,814,"Wonddrain 4.","Wonddrain 4.",6,11
8420,814,"Wonddrain 5.","Wonddrain 5.",6,11
8421,814,"Wonddrain 6.","Wonddrain 6.",6,11
8422,814,"Wonddrain 7.","Wonddrain 7.",6,11
8423,814,"Wonddrain 8.","Wonddrain 8.",6,11
8424,814,"Wonddrain 9.","Wonddrain 9.",6,11
8425,814,"Wonddrain 10.","Wonddrain 10.",6,11
8427,814,"VAC spons.","VAC spons.",6,11
8428,814,"Wonddrain 1 cumm (controle)","Wonddrain 1 cumm (controle)",6,11
8429,814,"Wonddrain 2 cumm (controle)","Wonddrain 2 cumm (controle)",6,11
8430,814,"Wonddrain 3 cumm (controle)","Wonddrain 3 cumm (controle)",6,11
8431,814,"Wonddrain 4 cumm (controle)","Wonddrain 4 cumm (controle)",6,11
8432,814,"Wonddrain 5 cumm (controle)","Wonddrain 5 cumm (controle)",6,11
8433,814,"Wonddrain 6 cumm (controle)","Wonddrain 6 cumm (controle)",6,11
8434,814,"Wonddrain 7 cumm (controle)","Wonddrain 7 cumm (controle)",6,11
8435,814,"Wonddrain 8 cumm (controle)","Wonddrain 8 cumm (controle)",6,11
8436,814,"Wonddrain 9 cumm (controle)","Wonddrain 9 cumm (controle)",6,11
8437,814,"Wonddrain 10 cumm (controle)","Wonddrain 10 cumm (controle)",6,11
8438,814,"Wonddrain 1 totaal.","Wonddrain 1 totaal.",6,11
8439,814,"Wonddrain 2 totaal.","Wonddrain 2 totaal.",6,11
8440,814,"Wonddrain 3 totaal.","Wonddrain 3 totaal.",6,11
8441,814,"Wonddrain 4 totaal.","Wonddrain 4 totaal.",6,11
8442,814,"Wonddrain 5 totaal.","Wonddrain 5 totaal.",6,11
8443,814,"Wonddrain 6 totaal.","Wonddrain 6 totaal.",6,11
8444,814,"Wonddrain 7 totaal.","Wonddrain 7 totaal.",6,11
8445,814,"Wonddrain 8 totaal.","Wonddrain 8 totaal.",6,11
8446,814,"Wonddrain 9 totaal.","Wonddrain 9 totaal.",6,11
8447,814,"Wonddrain 10 totaal.","Wonddrain 10 totaal.",6,11
8448,814,"Galdrain.","Galdrain.",6,11
8450,814,"Galdrain totaal.","Galdrain totaal.",6,11
8451,814,"Galdrain cumm (controle)","Galdrain cumm (controle)",6,11
8452,814,"Harmonicadrain 1.","Harmonicadrain 1.",6,11
8453,814,"Harmonicadrain 2.","Harmonicadrain 2.",6,11
8454,814,"Harmonicadrain 3.","Harmonicadrain 3.",6,11
8455,814,"Harmonicadrain 3. cumm (controle)","Harmonicadrain 3. cumm (controle)",6,11
8456,814,"Harmonicadrain 2. cumm (controle)","Harmonicadrain 2. cumm (controle)",6,11
8457,814,"Harmonicadrain 1. cumm (controle)","Harmonicadrain 1. cumm (controle)",6,11
8461,814,"Harmonicadrains totaal.","Harmonicadrains totaal.",6,11
8462,814,"Liquordrain 1.","Liquordrain 1.",6,11
8463,814,"Liquordrain 2.","Liquordrain 2.",6,11
8464,814,"Harmonicadrain 2 totaal.","Harmonicadrain 2 totaal.",6,11
8465,814,"Harmonicadrain 1 totaal.","Harmonicadrain 1 totaal.",6,11
8466,814,"Harmonicadrain 3 totaal.","Harmonicadrain 3 totaal.",6,11
8467,814,"Liquordrain 2. cumm (controle)","Liquordrain 2. cumm (controle)",6,11
8468,814,"Liquordrain 1. cumm (controle)","Liquordrain 1. cumm (controle)",6,11
8469,814,"Liquordrain 2 totaal.","Liquordrain 2 totaal.",6,11
8470,814,"Liquordrain 1 totaal.","Liquordrain 1 totaal.",6,11
8471,814,"Liquordrains totaal.","Liquordrains totaal.",6,11
8478,814,"Pleuradrain 1.","Pleuradrain 1.",6,11
8479,814,"Pleuradrain 2.","Pleuradrain 2.",6,11
8480,814,"Pleuradrain 3.","Pleuradrain 3.",6,11
8481,814,"Pleuradrain 1 totaal.","Pleuradrain 1 totaal.",6,11
8482,814,"Pleuradrain 2 totaal.","Pleuradrain 2 totaal.",6,11
8483,814,"Pleuradrains totaal.","Pleuradrains totaal.",6,11
8484,814,"Pleuradrain 3 totaal.","Pleuradrain 3 totaal.",6,11
8485,814,"Tenckhofcatheter.","Tenckhofcatheter.",6,11
8486,814,"Tenckhofcatheter cumm (controle)","Tenckhofcatheter cumm (controle)",6,11
8487,814,"Tenckhofcatheter totaal.","Tenckhofcatheter totaal.",6,11
8488,592,"Alteplase (Actilyse; rt-PA)","Alteplase (Actilyse; rt-PA)",10,11
8489,621,"Blaasspoelvloeistof (i)","Blaasspoelvloeistof (i)",6,12
8490,813,"Blaasspoelvloeistof (NaCl 0,9%)","Blaasspoelvloeistof (NaCl 0,9%)",6,12
8491,813,"Blaasspoelvloeistof (overige vloeistoffen, zie opm)","Blaasspoelvloeistof (overige vloeistoffen, zie opm",6,12
8492,813,"Drainspoelvloeistof (NaCl 0,9%) Niet in balans","Drainspoelvloeistof (NaCl 0,9%) Niet in balans",6,12
8493,813,"Drainspoelvloeistof (NaCl 0,9%) Wel in balans","Drainspoelvloeistof (NaCl 0,9%) Wel in balans",6,12
8495,600,"Contr: Biomedicus Flow LVAD","Contr: Biomedicus Flow LVAD",26,11
8496,600,"Contr: Biomedicus Flow RVAD","Contr: Biomedicus Flow RVAD",26,11
8497,600,"Contr: Biomedicus toerental  RVAD /rpm","Contr: Biomedicus toerental  RVAD /rpm",15,11
8498,592,"Abciximab (Reopro)","Abciximab (Reopro)",10,12
8499,592,"Eptacog alfa geactiveerd (Novoseven)Factor VIIa recombinant","Eptacog alfa geactiveerd (Novoseven)Factor VIIa re",10,12
8500,592,"Heparine Natrium (CVVH)","Heparine Natrium (CVVH)",180,11
8501,592,"Lepirudine (Refludan)","Lepirudine (Refludan)",10,11
8502,592,"Streptokinase (Streptase, Kabinase)","Streptokinase (Streptase, Kabinase)",180,12
8503,592,"Warfarine","Warfarine",10,11
8504,592,"Escitalopram (Lexapro)","Escitalopram (Lexapro)",10,11
8505,592,"Fluoxetine (Prozac)","Fluoxetine (Prozac)",10,11
8506,592,"Gabapentine (Neurontin)","Gabapentine (Neurontin)",10,11
8507,592,"Lamotrigine (Lamictal)","Lamotrigine (Lamictal)",10,11
8508,592,"Levodopa-carbidopa (Sinemet)","Levodopa-carbidopa (Sinemet)",10,11
8509,592,"Levodopa-carbidopa retard (Sinemet CR)","Levodopa-carbidopa retard (Sinemet CR)",10,11
8510,592,"Lithiumcarbonaat (Camcolit)","Lithiumcarbonaat (Camcolit)",10,11
8511,592,"Lithiumcarbonaat (Priadel, Litarex) gereguleerde afgifte","Lithiumcarbonaat (Priadel, Litarex) gereguleerde a",10,11
8513,592,"Mannitol 20%.","Mannitol 20%.",9,12
8514,592,"Mirtazapine (Remeron)","Mirtazapine (Remeron)",10,11
8545,814,"Redondrains totaal.","Redondrains totaal.",6,11
8546,814,"Pleuradrain 2. cumm (controle)","Pleuradrain 2. cumm (controle)",6,11
8547,814,"Pleuradrain 1. cumm (controle)","Pleuradrain 1. cumm (controle)",6,11
8548,814,"Pleuradrain 3. cumm (controle)","Pleuradrain 3. cumm (controle)",6,11
8549,814,"Redondrain 1. cumm (controle)","Redondrain 1. cumm (controle)",6,11
8550,814,"Redondrain 2. cumm (controle)","Redondrain 2. cumm (controle)",6,11
8551,814,"Wonddrains totaal.","Wonddrains totaal.",6,11
8552,814,"Wondvochtverlies overig totaal.","Wondvochtverlies overig totaal.",6,11
8553,814,"Thoraxdrain 1.","Thoraxdrain 1.",6,11
8554,814,"Thoraxdrain 2.","Thoraxdrain 2.",6,11
8555,814,"Thoraxdrain 3.","Thoraxdrain 3.",6,11
8556,814,"Thoraxdrain 4.","Thoraxdrain 4.",6,11
8557,814,"Thoraxdrain 4. cumm (controle)","Thoraxdrain 4. cumm (controle)",6,11
8558,814,"Thoraxdrain 3. cumm (controle)","Thoraxdrain 3. cumm (controle)",6,11
8559,814,"Thoraxdrain 2. cumm (controle)","Thoraxdrain 2. cumm (controle)",6,11
8560,814,"Thoraxdrain 1. cumm (controle)","Thoraxdrain 1. cumm (controle)",6,11
8561,814,"Thoraxdrain 3 totaal.","Thoraxdrain 3 totaal.",6,11
8562,814,"Thoraxdrain 4 totaal.","Thoraxdrain 4 totaal.",6,11
8563,814,"Thoraxdrain 1 totaal.","Thoraxdrain 1 totaal.",6,11
8564,814,"Thoraxdrain 2 totaal.","Thoraxdrain 2 totaal.",6,11
8565,814,"Thoraxdrains totaal.","Thoraxdrains totaal.",6,11
8566,814,"VAC spons totaal.","VAC spons totaal.",6,11
8568,814,"Bloedverlies overig.","Bloedverlies overig.",6,11
8569,814,"Bloedverlies overig totaal.","Bloedverlies overig totaal.",6,11
8570,814,"Bloedverlies overig vanaf opname.","Bloedverlies overig vanaf opname.",6,11
8571,814,"CAD.","CAD.",6,11
8572,814,"Nefrostomie links.","Nefrostomie links.",6,11
8573,814,"Nefrostomie rechts.","Nefrostomie rechts.",6,11
8574,814,"Supra pubis catheter.","Supra pubis catheter.",6,11
8575,814,"Urethercatheter links.","Urethercatheter links.",6,11
8576,814,"Urethercatheter rechts.","Urethercatheter rechts.",6,11
8577,814,"Urine overig.","Urine overig.",6,11
8578,814,"Blaasspoeling uit.","Blaasspoeling uit.",6,11
8579,814,"Blaasspoelbalans.","Blaasspoelbalans.",0,11
8580,814,"Braken.","Braken.",6,11
8581,814,"Maaghevel.","Maaghevel.",6,11
8582,814,"Maaghevel 2.","Maaghevel 2.",6,11
8583,814,"Maagretentie retour.","Maagretentie retour.",6,11
8584,814,"Maagretentie weg.","Maagretentie weg.",6,11
8585,814,"Maagsonde cumm (contr).","Maagsonde cumm (contr).",6,11
8587,814,"Defaecatie telt mee in vochtbalans.","Defaecatie telt mee in vochtbalans.",6,11
8588,814,"Defaecatiepatroon","Defaecatiepatroon",NaN,NaN
8589,814,"Maaginhoud totaal.","Maaginhoud totaal.",6,11
8590,814,"Colonstoma/Ileostoma","Colonstoma/Ileostoma",0,NaN
8591,814,"Defaecatie telt mee in vochtbalans totaal.","Defaecatie telt mee in vochtbalans totaal.",6,11
8593,814,"Urine totaal.","Urine totaal.",6,11
8594,596,"Thrombocyten in plasma (PRP)","Thrombocyten in plasma (PRP)",6,11
8595,815,"Totaal uit.","Totaal uit.",6,11
8596,815,"Bloed totaal uit.","Bloed totaal uit.",6,11
8597,815,"Bloed totaal in.","Bloed totaal in.",6,11
8598,815,"Colloiden totaal in.","Colloiden totaal in.",6,11
8599,815,"Energie totaal in.","Energie totaal in.",36,11
8600,815,"Per os/sonde totaal in.","Per os/sonde totaal in.",6,11
8601,815,"Totaal eiwit in.","Totaal eiwit in.",9,11
8620,815,"Parenteraal + enteraal vocht (tijdinterval).","Parenteraal + enteraal vocht (tijdinterval).",6,12
8621,586,"Opmerkingen (circulatie)","Opmerkingen (circulatie)",0,NaN
8622,655,"Opmerkingen (respiratie)","Opmerkingen (respiratie)",0,NaN
8623,655,"NO (contr)","NO (contr)",31,13
8624,586,"Bijzonderheden","Bijzonderheden",0,NaN
8625,591,"Pupilreactiesnelheid","Pupilreactiesnelheid",0,NaN
8626,591,"Pupil = ontrond","Pupil = ontrond",0,NaN
8627,591,"Krachtsverschil links - rechts","Krachtsverschil links - rechts",0,NaN
8628,591,"ICP: voormeting; voor tappen","ICP: voormeting; voor tappen",173,11
8629,591,"ICP: nameting; na tappen","ICP: nameting; na tappen",173,11
8630,591,"Opmerking (neurologie)","Opmerking (neurologie)",0,NaN
8631,591,"Pulsatie liquordrain 2","Pulsatie liquordrain 2",0,NaN
8632,814,"Opmerking (drains)","Opmerking (drains)",0,NaN
8633,663,"Cuffdruk meting (x)","Cuffdruk meting (x)",0,NaN
8634,804,"Oogverzorging (p)","Oogverzorging (p)",0,13
8635,806,"Type bed","Type bed",0,13
8636,816,"Foto algemeen","Foto algemeen",NaN,NaN
8637,816,"Wondfoto 1","Wondfoto 1",NaN,NaN
8638,816,"Wondfoto 2","Wondfoto 2",NaN,NaN
8639,816,"Wondfoto 3","Wondfoto 3",NaN,NaN
8640,816,"Opmerking (verzorging)","Opmerking (verzorging)",0,NaN
8641,616,"Reanimatie (e)","Reanimatie (e)",0,NaN
8642,616,"Spoedintubatie (e)","Spoedintubatie (e)",0,NaN
8643,616,"Precordiale stomp (e)","Precordiale stomp (e)",0,NaN
8644,616,"Cardioversie 50 joules (e)","Cardioversie 50 joules (e)",NaN,NaN
8645,616,"Cardioversie 200 joules (e)","Cardioversie 200 joules (e)",0,NaN
8646,616,"Cardioversie 360 joules (e)","Cardioversie 360 joules (e)",0,NaN
8647,652,"Beademingsset en vernevelaar; zonodig (zorg)","Beademingsset en vernevelaar; zonodig (zorg)",0,NaN
8649,652,"O2slang, bril, masker; zonodig (zorg)","O2slang, bril, masker; zonodig (zorg)",0,NaN
8650,652,"Sputumopvangzak; 7dgn (zorg)","Sputumopvangzak; 7dgn (zorg)",0,NaN
8651,652,"Spraykap of vernevelset bead; zonodig (zorg)","Spraykap of vernevelset bead; zonodig (zorg)",0,NaN
8652,652,"Uitzuigverbindingsslang; 1 dag (zorg)","Uitzuigverbindingsslang; 1 dag (zorg)",0,NaN
8653,652,"Sondevoedingtoedieningssysteem; 1 dag (zorg)","Sondevoedingtoedieningssysteem; 1 dag (zorg)",0,NaN
8654,652,"Maaghevel spuit/zak (zorg)","Maaghevel spuit/zak (zorg)",0,NaN
8655,652,"Liquoropvangzak; 1 dag (zorg)","Liquoropvangzak; 1 dag (zorg)",0,NaN
8656,652,"ECG-electroden; 1 dag (zorg)","ECG-electroden; 1 dag (zorg)",0,NaN
8657,652,"Stoma (zorg)","Stoma (zorg)",0,NaN
8658,859,"Tracheotomie (e)","Tracheotomie (e)",NaN,NaN
8659,859,"Intubatie (e)","Intubatie (e)",NaN,NaN
8660,859,"Auto-ectubatie (e)","Auto-ectubatie (e)",NaN,NaN
8661,859,"Ectubatie (e)","Ectubatie (e)",NaN,NaN
8662,805,"Accidentele verwijdering (e)","Accidentele verwijdering (e)",0,NaN
8663,805,"Val uit bed (e)","Val uit bed (e)",0,NaN
8664,805,"Overlijden (e)","Overlijden (e)",0,NaN
8665,805,"Insult (e)","Insult (e)",0,NaN
8798,818,"Verloop pijnklachten (1) (pijnbehandelcentrum)","Verloop pijnklachten (1) (pijnbehandelcentrum)",0,NaN
8799,818,"Duur aanvallen (1) (pijnbehandelcentrum)","Duur aanvallen (1) (pijnbehandelcentrum)",0,NaN
8800,818,"Wat verergert de pijn (1) (pijnbehandelcentrum)","Wat verergert de pijn (1)",0,NaN
8801,818,"Wat verergert de pijn (1) (v) (pijnbehandelcentrum)","Wat verergert de pijn (1) (v)",0,NaN
8802,820,"Enterale voeding (status volwassenen)","Enterale voeding (status volwassenen)",0,NaN
8803,818,"Wat verlicht de pijn (1) (v) (pijnbehandelcentrum)","Wat verlicht de pijn (1) (v)",0,NaN
8804,818,"Wat verlicht de pijn (1) (pijnbehandelcentrum)","Wat verlicht de pijn (1)",NaN,NaN
8805,820,"Parenterale voeding (status volwassenen)","Parenterale voeding (status volwassenen)",NaN,NaN
8806,820,"CVVH (status volwassenen)","CVVH (status volwassenen)",0,NaN
8807,820,"Pacemaker (status volwassenen)","Pacemaker (status volwassenen)",0,NaN
8808,820,"IABP (status volwassenen)","IABP (status volwassenen)",0,NaN
8809,820,"RVAD/LVAD (status volwassenen)","RVAD/LVAD (status volwassenen)",0,NaN
8810,821,"Algemene indruk (pijnbehandelcentrum) (v)","Algemene indruk (pijnbehandelcentrum) (v)",0,NaN
8896,820,"O2 via kunstneus (status volwassenen)","O2 via kunstneus (status volwassenen)",26,11
8897,820,"Duur ontwennen (status volwassenen)","Duur ontwennen (status volwassenen)",5,11
8899,820,"CPAP (status volwassenen)","CPAP (status volwassenen)",177,11
8901,821,"Hersenzenuwen n.trigeminus (v)","N.trigeminus (v)",0,NaN
8902,821,"Hersenzenuwen n.facialis (v)","N.facialis (v)",0,NaN
8903,821,"Hersenzenuwen n.vestibulocochlearis (v)","n.vestibulocochlearis (v)",0,NaN
8904,821,"Evenwicht: één been links (v)","Evenwicht: één been links (v)",0,NaN
8905,821,"Evenwicht (pijnbehandelcentrum) (v)","Evenwicht (pijnbehandelcentrum) (v)",0,NaN
8906,821,"Hersenzenuwen n.glossofaryngeus, n.vagus (v)","n.glossofaryngeus, n.vagus (v)",0,NaN
8907,821,"Hersenzenuwen n.accessorius (v)","n.accessorius (v)",0,NaN
8908,821,"Hersenzenuwen n.hypoglossus (v)","n.hypoglossus (v)",0,NaN
8909,821,"Hoofd Sensorisch (v)","Hoofd Sensorisch (v)",0,NaN
8910,821,"Hoofd Overige bevindingen (v)","Hoofd Overige bevindingen (v)",0,NaN
8911,821,"Hersenzenuwen n.opticus (v)","n.opticus (v)",0,NaN
8912,821,"Hersenzenuwen n.trigeminus masseterreflex","Masseterreflex",0,NaN
8913,821,"Hersenzenuwen n.trigeminus corneareflex","Corneareflex",0,NaN
8914,821,"Hoofd Sensorisch Allodynie Mechanisch","Hoofd Sensorisch Allodynie Mechanisch",0,NaN
8915,821,"Hoofd Sensorisch Allodynie Thermaal","Hoofd Sensorisch Allodynie Thermaal",0,NaN
8916,821,"Hoofd Sensorisch Hyperalgesie","Hoofd Sensorisch Hyperalgesie",0,NaN
8917,821,"Hoofd Sensorisch Hyperpathie","Hoofd Sensorisch Hyperpathie",0,NaN
8918,821,"Nek Sensorisch Hyperpathie","Nek Sensorisch Hyperpathie",0,NaN
8919,821,"Nek Sensorisch Hyperalgesie","Nek Sensorisch Hyperalgesie",0,NaN
8920,821,"Nek Sensorisch Allodynie Mechanisch","Nek Sensorisch Allodynie Mechanisch",0,NaN
8921,821,"Nek Sensorisch Allodynie Thermaal","Nek Sensorisch Allodynie Thermaal",0,NaN
8922,821,"Nek Sensorisch (v)","Nek Sensorisch (v)",0,NaN
8923,821,"Nek Overige bevindingen (v)","Nek Overige bevindingen (v)",0,NaN
8924,821,"Nek Triggerpoints (v)","Nek Triggerpoints (v)",0,NaN
8925,821,"Nek Spurling test links","Spurling test links",0,NaN
8926,821,"Nek Spurling test rechts","Spurling test rechts",0,NaN
